,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,Users_Percentage
6304,Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,39.2
6305,Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,32.7
6306,Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6307,Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,5.1
6308,Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,62.8492
6309,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,8.831873765
6310,Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,68.99999
6311,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,0.0
6312,Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,62.0956
6313,Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,36.9
6314,West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.6
6315,Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,21.78624008
6316,Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,75.74608682
6317,French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,56.8
6318,Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,85.3
6319,Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,49.7645
6320,Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,67.97
6321,Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,9.0
6322,South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.31699486
6323,Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,60.5
6324,Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6325,Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,13.1
6326,Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,80.90205685
6327,Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,8.0
6328,Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,4.0
6329,El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,23.1093
6330,San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6331,Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,1.5
6332,Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,53.45036418
6333,Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.18799092
6334,South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,2.2
6335,Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.19203324
6336,Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,37.10545426
6337,Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,23.0
6338,Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,37.4
6339,Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,77.8826
6340,Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,72.6756
6341,Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,94.7836
6342,Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,24.7
6343,Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6344,Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,50.4
6345,Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,26.2
6346,Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6347,Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,2.5
6348,East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,38.79679548
6349,Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,53.74275373
6350,Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,4.5
6351,Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,28.94
6352,Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,16.0
6353,Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,9.6
6354,Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.40569369
6355,Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.0
6356,Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,29.72723771
6357,Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,32.75396061
6358,South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.31699486
6359,Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.19203324
6360,Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,59.9
6361,Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,43.8
6362,Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.25
6363,Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,21.2
6364,Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,4.4
6365,Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,5.1
6366,Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,40.954129
6367,Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.69080588
6368,Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,57.69
6369,United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,71.4
6370,Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,26.8
6371,St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,43.5
6372,"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,54.9
6373,British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6374,Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,45.3
6375,Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,38.5
6376,Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,11.3
6377,World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,35.83993239
6378,Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,15.3
6379,Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,
6380,"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,20.0
6381,South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,46.5
6382,Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,4.8
6383,Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2013,15.5
6384,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,83.78
6385,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,12.30478904
6386,Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.0
6387,Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,14.93406183
6388,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,21.4
6389,Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.3
6390,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,86.1
6391,Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,37.9520195
6392,United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,90.4
6393,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,64.7
6394,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.62280586
6395,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6396,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,67.78
6397,Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,84.0
6398,Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,80.99582496
6399,Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.00001564
6400,Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,1.4
6401,Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,85.0
6402,Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.0
6403,Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.0
6404,Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,11.9
6405,Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,55.49
6406,Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,90.50313348
6407,"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,76.92
6408,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,49.91773243
6409,Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,59.02
6410,Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,38.7
6411,Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,96.8
6412,Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.6
6413,Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.55100188
6414,Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.16
6415,Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,68.77
6416,Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,30.3
6417,Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,36.74474744
6418,Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,2.7
6419,Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,87.12
6420,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,66.48339261
6421,Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,87.4
6422,Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6423,Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,61.11
6424,China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,47.9
6425,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.0
6426,Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,16.21487223
6427,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,3.0
6428,"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.11
6429,Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,52.57
6430,Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.98
6431,Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.26
6432,Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,53.0
6433,Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,47.82092106
6434,Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,29.07018437
6435,Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6436,Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,74.1
6437,Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,69.33
6438,Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,74.23171164
6439,Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,86.19
6440,Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.0
6441,Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,57.5
6442,Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,95.99
6443,Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,49.58
6444,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,29.5
6445,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,41.21937914
6446,Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,21.46585231
6447,East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.091002
6448,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,56.97857206
6449,Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,68.98341636
6450,Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,45.59039067
6451,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,33.89460391
6452,Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,77.08923661
6453,Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,0.99
6454,Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,76.19
6455,Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,84.24152803
6456,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.7
6457,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.18550451
6458,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,15.05582727
6459,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,86.53039275
6460,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,37.4
6461,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,83.75
6462,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,93.3
6463,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,29.65
6464,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,38.07120929
6465,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.61
6466,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,44.0
6467,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,19.0
6468,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6469,Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.4
6470,"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,15.56
6471,Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,3.32
6472,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,18.86
6473,Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,63.21
6474,Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,51.6
6475,Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,66.7
6476,Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,23.4
6477,Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,69.27
6478,Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,32.0
6479,High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,77.97921635
6480,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,79.86627043
6481,Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,23.0
6482,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.896131996
6483,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,68.57
6484,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,11.4
6485,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.65319745
6486,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,36.37723189
6487,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,30.53076619
6488,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,11.86454648
6489,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,16.53199397
6490,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.14
6491,IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,9.410614719
6492,Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6493,India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,13.5
6494,Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6495,Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,83.49172234
6496,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,39.35
6497,Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,13.21
6498,Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,98.16
6499,Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.01775316
6500,Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,55.63846022
6501,Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.4027351
6502,Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.2
6503,Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,89.10683302
6504,Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,66.0
6505,Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,16.5
6506,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,28.3
6507,Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,14.0
6508,Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,12.25
6509,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,68.0
6510,"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,87.55682649
6511,Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,78.7
6512,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,47.67576675
6513,Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,14.26
6514,Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.0
6515,Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.41
6516,Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.76
6517,St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,39.7
6518,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,48.77231473
6519,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,8.63296135
6520,Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.008198374
6521,Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,95.21
6522,Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.5
6523,Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,18.50736713
6524,Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,29.95116715
6525,Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,22.0
6526,Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,50.78489503
6527,Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,72.13
6528,Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,94.67
6529,Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,75.83
6530,"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,69.78
6531,St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6532,Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,56.8
6533,Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,92.4
6534,Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,67.0
6535,Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,3.7
6536,Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,49.28
6537,Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.41354776
6538,Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,44.39
6539,Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,16.8
6540,Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,32.14006053
6541,North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,68.06
6542,Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.0
6543,Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.17
6544,Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.4
6545,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.96033596
6546,Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,61.0
6547,Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,19.94244743
6548,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6549,Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.0
6550,Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,11.8
6551,Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,44.80327537
6552,Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.83
6553,Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,63.66542588
6554,North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,74.42523105
6555,Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,14.84
6556,New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,70.0
6557,Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,1.248675689
6558,Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,21.0
6559,Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.6
6560,Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.666666
6561,Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,96.3
6562,Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,15.44
6563,Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6564,New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,84.0
6565,OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.13706876
6566,Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,70.22
6567,Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.30231534
6568,Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.0
6569,Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,44.92
6570,Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,40.2
6571,Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.7
6572,Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6573,Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,6.5
6574,Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,66.6
6575,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.92609397
6576,Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,69.0
6577,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
6578,Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,64.59
6579,Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,43.0
6580,West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,53.67
6581,Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,24.44114437
6582,Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,77.41249122
6583,French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,60.68
6584,Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.49
6585,Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,54.08
6586,Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,70.52
6587,Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,10.6
6588,South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,12.84579725
6589,Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,64.71365737
6590,Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,
