,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,InternetUsers,Percentage
8078,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,25.04477983
8079,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,78.32093274
8080,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,34.5
8081,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,84.77115202
8082,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,62.71322544
8083,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,54.43219285
8084,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,28.13114508
8085,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,32.86807116
8086,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,53.72649449
8087,IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,25.34959008
8088,Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8089,India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,43.0
8090,Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8091,Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,91.99989097
8092,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,84.11087002
8093,Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8094,Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,99.0
8095,Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,90.12734091
8096,Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,70.48342785
8097,Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8098,Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8099,Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,90.21945812
8100,Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,85.94259898
8101,Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,29.5
8102,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8103,Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8104,Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,38.0
8105,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8106,"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,96.50505968
8107,Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,99.10587967
8108,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.19701922
8109,Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,33.8
8110,Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,84.1
8111,Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,25.6
8112,Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8113,St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,53.3
8114,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.68558357
8115,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,24.08746659
8116,Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,20.58744486
8117,Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8118,Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,35.0
8119,Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,45.10176749
8120,Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,54.09065969
8121,Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,43.0
8122,Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.85884898
8123,Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,83.05555096
8124,Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,98.82242384
8125,Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,88.9
8126,"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,88.1
8127,St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8128,Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,84.12036305
8129,Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8130,Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8131,Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8132,Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,62.93
8133,Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,77.83233394
8134,Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,71.96819405
8135,Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8136,Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,57.25656149
8137,North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,81.40553811
8138,Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,27.4
8139,Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,86.85876416
8140,Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,35.1
8141,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.63170568
8142,Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,77.60879306
8143,Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,62.50002848
8144,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8145,Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,16.5
8146,Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,40.8
8147,Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,64.88490358
8148,Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8149,Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,89.55501192
8150,North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,91.52128299
8151,Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,41.0
8152,New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8153,Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8154,Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,35.5
8155,Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,45.2
8156,Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,91.33333333
8157,Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,97.0
8158,Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,37.7
8159,Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8160,New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,91.5
8161,OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,86.29100789
8162,Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,95.23
8163,Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,62.0690251
8164,Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,25.0
8165,Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,64.25
8166,Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,65.25
8167,Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,49.8
8168,Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8169,Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8170,Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,83.18488715
8171,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,26.05109188
8172,Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8173,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8174,Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,78.26166044
8175,Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.95751114
8176,West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,74.6
8177,Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8178,Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,88.71978708
8179,French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8180,Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,99.65284913
8181,Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,78.45526741
8182,Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,84.99467026
8183,Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,26.5
8184,South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,38.56237561
8185,Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,97.86
8186,Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,28.4
8187,Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,42.6
8188,Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,92.00434653
8189,Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8190,Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,18.0
8191,El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,54.60137027
8192,San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8193,Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8194,Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,78.36804077
8195,Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,30.03785395
8196,South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,6.5
8197,Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,30.04262035
8198,Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,62.38905326
8199,Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,33.0
8200,Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,70.06
8201,Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,89.9209082
8202,Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,86.60130109
8203,Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,94.53943122
8204,Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8205,Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8206,Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,79.0
8207,Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,35.78
8208,Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8209,Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,10.4
8210,East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,66.59196271
8211,Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,80.35606114
8212,Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,24.0
8213,Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,77.84374066
8214,Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8215,Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8216,Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.67099601
8217,Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,29.1
8218,Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.61546861
8219,Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8220,South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,38.56237561
8221,Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,30.04262035
8222,Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8223,Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,71.9
8224,Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,77.67
8225,Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8226,Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,22.0
8227,Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,19.9
8228,Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,75.03790912
8229,Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,73.32616378
8230,Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,86.1
8231,United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,90.9
8232,Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,71.1
8233,St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8234,"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8235,British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8236,Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8237,Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,70.3
8238,Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8239,World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,59.94024662
8240,Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8241,Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8242,"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,
8243,South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,70.0
8244,Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,19.8
8245,Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2020,Internet Users,29.3
8246,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8247,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8248,Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8249,Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8250,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8251,Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8252,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8253,Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8254,United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8255,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8256,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8257,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8258,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8259,Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.414905288
8260,Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.8696306229999999
8261,Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8262,Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8263,Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.99899326
8264,Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8265,Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8266,Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8267,Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8268,Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8269,"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8270,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8271,Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8272,Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8273,Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8274,Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8275,Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8276,Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8277,Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8278,Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8279,Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8280,Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8281,Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.639000299
8282,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8283,Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.404285777
8284,Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,
8285,Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8286,China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8287,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8288,Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8289,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8290,"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8291,Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8292,Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8293,Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8294,Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8295,Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8296,Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8297,Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,
8298,Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8299,Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8300,Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8301,Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.874107777
8302,Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8303,Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8304,Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.902722732
8305,Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8306,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8307,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8308,Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.999757142
8309,East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.992789125
8310,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8311,Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.951942163
8312,Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8313,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8314,Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.927466341
8315,Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8316,Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.987126436
8317,Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8318,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8319,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.933277627
8320,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8321,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.59891233
8322,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8323,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.947222138
8324,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8325,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8326,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8327,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,0.912644681
8328,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8329,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
8330,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Not Internet Users,1.0
